,Text
192,"limitations for inter-parser comparisons. imagine a case where parser a claims to outperform parser b, and closer inspection reveals that a and b differ in their outputs on only two sentences. for one of these sentences, a’s output has a higher f₁ than does b’s; for the other, the opposite is true, but the difference in f₁ is smaller. now, the claim that a outperforms b becomes a claim that the parse that a produces for the first sentence is better than the parse that b produces for the second. and yet, as indicated by the judges’ disagreements in the second task, it is not always possible to make these kinds of judgements."
193,"limitations we find several limitations in this work. first, we acknowledge that the technical novelty of this work is limited: we introduce a sequence classification task, and we investigate rather standard models in our experiment section (i.e., state-of-the-art transformer language models). nevertheless, we believe that there is a gap in the literature for the task presented in this work, hence our introduction of the environmental claim detection task, the dataset, and models. second, we collect data from sustainability reports, earning calls, and annual reports. however, this does not cover the universe of text where environmental claims are made, e.g., company websites and product descriptions. also, environmental claims can be made about environmental improvements on a wide range of topics such as carbon emissions, water pollution, and recycling, among others. we discussed creating different datasets, where each dataset is dedicated to one specific is- 9task force on climate-related financial disclosures sue. however, we leave this to future work. third, sometimes it is necessary to have access to more context to determine whether a sentence is an environmental claim. we discussed whether it would be beneficial to annotate whole paragraphs instead. however, the trade-off would be exploding annotation work and costs, hence our decision to introduce environmental claims as a sentence-level classification task (and we specifically asked annotators to reject ambiguous cases as environmental claims). nevertheless, given a unlimited budget, we would have pursued annotating whole paragraphs instead (or annotating all environmental claims in a paragraph). our data sources, e.g., sustainability reports, are mostly published by european and us-listed companies, which is reflected in our dataset. we crawled these reports from the sec10, hence our dataset contains mostly claims made by (a) big firms and (b) firms from developed countries. it is conceivable that smaller firms and firms from nondeveloped countries make different environmental claims, and models trained on our dataset might not be suitable to detect these claims. moreover, our work is subject to all concerns raised in the"
194,"limitations although the experiment results have illustrated the effectiveness of the proposed imitation-demo method, we have to admit that our work has the following limitations: 1) this article is based on that the readers have some knowledge of prompt-based learning or demonstration learning. due to the space limitation, we can only briefly describe the basic process of the demonstration learning, which may make the article a bit obscure and difficult to follow. 2) imitation-demo does not achieve state-of-theart on all the datasets, but outperforms other strong baselines on 5 out of 14 datasets. besides, it consistently surpasses the demonstration learning-based baseline lm-bff. since imitation-demo is trained without introducing new parameters and explores the working principle of demonstration learning from a certain perspective, we believe the results are acceptable."
195,"limitations we highlight three main limitations of our work. first, although we have explored gradient-based explanations that take the whole network into consideration and have been shown to be faithful in previous work (bastings et al., 2021), we do not explicitly explore how comet combines the sentence representations in the feed-forward that precedes the encoder model to produce the sentence-level score. second, we have shown that combining attention with gradient information results in the best explanations for unite-based metrics. however, from a practical standpoint, running inference and extracting the explainability scores simultaneously may be more computationally expensive than other techniques: gradient-based metrics benefit from gpu infrastructure and require storing all gradient information. third, we have not explored extracting explanations in low-resource settings. that is because high-quality mqm annotations for such language pairs are not yet available. nevertheless, further research in those settings is needed to access the broader validity of our claims."
196,"limitations our method relies on having access to teacher embeddings and prediction which may not always be possible in a black-box distillation setting. retrieval augmentation also requires maintaining a knowledge base that is memory intensive. the cost of the retrieval process is dependent on the size of the training corpus, which can be a limitation when dealing with very large training datasets. conducting dataset distillation (wang et al., 2018b) on the training corpus to further reduce memory cost and retrieval time is an important future step for our framework. acknowledgments this work was done when jianyi zhang was an intern at amazon search. in addition, jianyi zhang and yiran chen disclose support from grants cns-2112562, iis-2140247, and cns-1822085. we thank yuchen bian for the valuable"
197,"limitations rerankner conducts calibration after the regular training, which introduces extra computational overhead. this drives us to further improve the overall efficiency of our method. recent works find that few-shot learning serves as an effective finetuning method of pretrained language models. it is reasonable to investigate our model under fewshot learning to reduce the overhead. although we get competitive results with the state-of-the-art methods, there is still a gap between the oracle score and the best results. we leave them as our future work."
198,"limitations the limitations of this work mostly come from our assumptions: 1) a randomly initialized and frozen tlm, and 2) input tokens are all different and randomly sampled. these two assumptions obviously do not hold true for human languages and pre-trained tlms. therefore, we attempted to empirically verify the existence of lemmas and properties on a pre-trained tlm without positional embeddings in §5. that being said, several methods could be attempted to remove these assumptions. firstly, we can analyze the training dynamics of a tlm to shed light on the model parameter distribution after pretraining. secondly, zipf’s law or a simple n-gram language model could be used to quantify the degree of input token duplication in human languages. this might give us a more accurate estimate of the variance at different positions. we leave these ideas as future work."
199,"limitations due to the lack of multi-intent text revision datasets, we only conduct experiments on iterater. although it is a multi-domain dataset, we only use its sentence-level data, and each sentence pair only contains one editing operation. the robustness of our method is still to be verified by evaluating it on more types of datasets in future work. another limitation of our work is that we only made improvements at the model level. we have noticed that kim et al. (2022) recently improved text revision by leveraging extra data from other text editing tasks and performing editable span detection before revising. similar methods can also be applied to our model and will be tried in our future work."
200,"limitations limited number of operators considered following previous methods (lan et al., 2021), we only consider binary operators (+, −, ×, and ÷). as we adopt a code-style output format, it is possible to introduce other non-binary operators supported by the python interpreter, e.g., sum() and max(). however, obtaining labeled data with such operators may require laborious efforts. we believe it is an interesting research question on exploring how to teach models to solve practical questions e.g., math word problems, by writing code in a low-resource setting (jie and lu, 2023). limited performance due to greedy decoding all the results we report in this work are produced via greedy decoding. a recent work (wang et al., 2023) reports that making large lms generate multiple answers and selecting the answer with the most votes can boost performance by a large margin. however, performing beam search for symbolic neural reasoners, e.g., deductreasoner, can be challenging in that searching space increases exponentially with the number of variables in the question (jie et al., 2022). designing effective beam search strategies for symbolic neural reasoners is a promising direction."
201,"limitations the proposed approach in this paper also suffers from certain limitations, i.e. we adapt apt on the encoder model and lack design for the other architectures such as decoder-only and encoder-decoder. in addition, it is better to generalize the key idea to other parameter-efficient learning approaches. a unified solution for existing work may be worth exploring in the future."
202,"limitations one limitation of this work is that vag does not achieve zero forgetting. although we show solving cil based on label generation can effectively ease forgetting and representation collapse of the pre-trained model, it is still interesting to further explore how to explicitly solve the forgetting issue in this new framework. the proposed techniques in vag are a step in the exploration. another limitation is that we directly use the label sequences provided by the original dataset. this may be suboptimal because the quality of the manually created label is hard to guarantee as it may fail to capture the semantic information of the samples in a class. a potential direction is to study creating label sequences automatically by summarizing the training samples. we leave this for future work."
203,"limitations the identified tendencies towards mentioning object-related features and the reliance on the shape as a contrastive feature might be driven by the grammatical structure of the annotations, mostly presenting object features in sentence-initial subject position, although 40% of exhaustive captions mention either the scale or the object color as the last word in the sentence. therefore, these results call for investigating the biases of model architectures less sensitive to sentence length than lstms, as well as extending the annotations with additional grammars. further, this evaluation provides descriptive results of the models’ pragmatic abilities, leaving the question of whether it is indeed a pragmatic inductive bias or, e.g., structural language drift (lazaridou et al., 2020) causing the observed patterns, unanswered. finally, since the evaluation pertains to the surface form of the predictions, applying decoding schemes other than greedy decoding used in this work might provide different patterns, indicating to which degree potential biases are due to model mechanics in opposition to sampling parameters."
204,"limitations we have demonstrated that an accurate description can perform better for both supervised and weakly supervised event detection. however, the event types from most existing ontologies are not properly defined. for example, in ace annotation guideline (linguistic data consortium, 2005), transfer-money is defined as “giving, receiving, borrowing, or lending money when it is not in the context of purchasing something”. however, it is hard for the model to interpret it accurately, especially the constraints “not in the context of purchasing something”. in addition, many event types from maven, e.g., achieve, award, and incident, are not associated with any definitions. a potential future research direction is to leverage mining-based approaches or state-of-the-art generators to automatically generate a comprehensive event type description based on various sources, such as annotation guidelines, example annotations, and external knowledge bases."
205,"limitations according to us there are 3 limitations of our work which will be addressed in future work. • the impact of layernorm, language tags, and residual connection settings on zst was analyzed in this study. however, other factors, such as the number of layers of the transformer model, may also have an effect and should be further investigated. • our"
206,"limitations in this work we propose an uncertainty-aware bootstrap learning framework for joint extraction. though it achieves state-of-the-art performance compared to other denoising techniques, unbed requires large training resources considering the ensemble loss calculated between two large plms and the probability variance calculated on the plm joint extraction model. in our future work, we hope to incorporate pruning techniques during training to improve the efficiency. we will also consider more complex relations between entities, e.g., relations beyond the sentence boundary, to fit in real-world information extraction scenarios."
207,"limitations actual applications of our model. our work assumes that input sql queries to our model are always wrong. this assumption is more feasible in an interactive semantic parsing framework, where the users are expected to decide whether a sql parse, accompanied by its natural language explanations (elgohary et al., 2020, 2021; narechania et al., 2021; mo et al., 2022), has errors or not. alternatively, to remove this assumption, it would be interesting for future work to study the performance of our error correction model in combination with an automatic error detection model (chen et al., 2023). experiments with more language models of code. we have only experimented with two language models of code, coditt5 and codet5, both using t5-base (raffel et al., 2020) as their underlying model architecture. it would be interesting to test how our"
208,"limitations we acknowledge the underlying assumptions of the social bias benchmarks used in our study. while the presented study aims to point out a key limitation of currently accepted methodologies, the presented investigation could benefit from more diversification. first, this study focuses on english. while we expect similar issues with similarly-constructed benchmarks in other languages, we leave it to future work to formally address the same. also, the bias benchmarks themselves imbibe the notion of fairness with the western value system (bhatt et al., 2022), and future explorations of benchmarks should diversify culturally as well. last but not least, we acknowledge the harm of binary treatment of genders in one of the target benchmarks. the purpose of this work was to bring light to a broader problem regarding the reliability of social benchmark metrics, with the hypothesis that the main idea of this paper would hold for a wider range of datasets with other assumptions or notions of fairness. we also acknowledge that there are larger models that we were not able to train and evaluate due to the limitations on our computational budget. the current study was focused on benchmarks with templated instances. this is no coincidence: the dominant majority of the social bias benchmarking literature relies on sentences with some degree of known structure, even in those collected from the wild (levy et al., 2021). such structural assumptions in datasets are necessary for defining and extracting quantifiable measures of social bias, which as we argue, are the reason behind the brittleness of their decisions. future work should focus on making our bias benchmarks more diverse and robust to small decisions that go into making them. broader impact bias evaluating benchmarks play a very significant role in helping identify potential risks of language technologies. while a large body of work evolves in this area of work, there is growing concern about the ability of the different benchmarks to accurately quantify and identify social biases. we emphasize these concerns by evaluating how robust the benchmarks are to alternate constructions based on simple linguistic properties. it is important to note how inaccurate measurements of social biases can be problematic by underestimating or misdiagnosing the potential harm from language models. we hope our work helps identify such pitfalls."
209,"limitations scope this short paper serves as an initial step toward peft for long-document models. as such, our evaluated scope of models, tasks, datasets, and kernel variations is limited. we acknowledge the need to experiment across broader settings and hope our work provides a foundation for others to build on. future experiments should analyze the validity and efficacy of using prefix-propagation with other long-sequence models to determine whether the prefix modality is suitable for non-sparse attention approximations. for example, would the projection of prefix vectors using a random feature map as in choromanski et al. (2020) result in an excessive loss of information for these critical tokens? regarding tasks and datasets, the performance degradation in prefix methods for wikihop deserves significant attention. verifying whether this extends to other reading comprehension and question-answering tasks will assist in guiding future research efforts. we restricted our research to the encoder-only version of longformer, but using the encoder-decoder version, led would enable analysis of sequence-to-sequence tasks. the scrolls benchmark (shaham et al., 2022) would be a good starting point for this analysis since it includes an led baseline. combining prefix and kernel methods is an ongoing research effort and there are several questions we plan to address: (1) what are the effects of swapping the default exponential kernel with other variants such as linear, polynomial, and rbf? (2) does making the α scale parameter trainable improve performance? (3) can we have a separate scale parameter for each query and should they be trainable? (4) is this approach effective for modalities other than long-document? (5) can we separate other components of attention into modular kernels (e.g. local and global kernels for sparse attention)? robustness the size and nature of long-sequence tasks often resulted in long run times for the larger datasets arxiv, 20-newsgroup and wikihop. consequently, we report results of one seed after doing a hyperparameter search for learning rate. this aligns with the reporting system of the original longformer paper (beltagy et al., 2020) but greater assurance in all long-sequence task performance could be achieved by accumulating results over several seeds. the size of datasets and iteration over several epochs somewhat mitigate this concern."
210,"limitations while we discover that simply applying cnn on top of the score matrix of span-based ner model performs well on the nested ner scenario, there are still some limitations that are worth discussing. firstly, we mainly choose three commonly used nested ner datasets, which may lack generalization. secondly, we only focus on nested ner tasks for the spatial relations between spans are more intuitive and common in nested scenario than those in flat ner. however, the principle of using cnn to model the relations is also applicable to spans in the flat ner task. future work can take flat ner into consideration based on our exploration, and experiments on more datasets."
211,"limitations non-projectivity. the primary theoretical limitation of hexatagger is that it can only produce projective dependency trees. we would like to explore the possibility of extending hexatagger to non-projective parsing for future work. interpretibility. as a trade-off for efficiency, hexatagger does not model dependency arcs directly. compared to graph-based models that explicitly score arc scores between pairs of words, it is more difficult to interpret the output of hexatagger."
212,"limitations because of the nature of our framework design, our work requires a diverse set of targets during training, which is important for target prediction and therefore the stance detection method. it is difficult to be applied to other stance detection datasets when there are limited training resources with regard to targets, such as conforti et al. (2020) and mohammad et al. (2016). besides, the model is trained on news-related debate corpus, so it may need further domain adaptation if applying the model to other domains such as social media. we are using an auto-regressive generation framework, which will also require extra inference time to generate the whole output sequence compared to the classification model. we would encourage readers to compare it with classification methods for efficiency when it will be applied in a time-sensitive scenario."
213,"limitations the major limitation of the present study is that the effectiveness of the proposed method has been confirmed only for a single task. this is because most existing reasoning tasks are relatively simple that they can be solved by a single external tool at most. for example, most existing numerical reasoning tasks provide self-contained questions; that is, all the required knowledge is included in the questions. in such tasks, a calculator is all that is needed as an external tool. however, it would be rare for a single external tool to be sufficient in real-world applications such as medical text analysis. it is crucial for future work to validate the effectiveness in such realistic scenarios that necessitate the use of multiple external tools."
214,"limitations we identify the following two limitations of our work: • different from raw text, constructing mrcstyle data from wikipedia requires the existence of hyperlinks. this idea works well for resource-rich languages, such as english and chinese. while such an idea is less effective for languages with few hyperlink annotations in wikipedia because a small amount of mrcstyle training data is difficult to guide the learning of nlu capability in those languages. a possible solution is to explore other data resources to automatically construct large-scale mrc data for pre-training. • as observed in table 1, the improvements of sequence classification tasks are less significant than those of span extraction tasks. we suggest that the existence of anchors is not a strong relevance indicator between our constructed query and context. such a finding is also observed in chang et al. (2020). therefore, constructing more relevant query-context pairs for sequence classification pre-training can possibly remedy this issue."
215,"limitations one limitation of current token-pair edit matrix based incomplete utterance rewriting models is that they are only able to select tokens that have appeared in the context utterances. thus, these models, including our own, are unable to generate new words, such as conjunctions and prepositions, to improve metrics such as fluency. however, this can be addressed by incorporating an additional word dictionary as proposed by liu et al. (2020) to improve fluency for out-of-vocabulary words (oov). in addition, we will consider combining generative models (gpt (radford et al., 2019), t5 (raffel et al., 2020) etc.) to assist in the recovery of the incomplete utterances in the future works."
216,"limitations one limitation of our method is that when training larger models, it requires more computation resources, whose cost is relatively high. however, after pre-training, we will release our models so that readers can directly use them without pre-training again. broader impacts we provide a new generative pre-trained model on molecules and text. on one hand, the model can be used to speed up scientific discovery, like molecule design, drug optimization, etc. on the other hand, once the model is trained on clinical data (which also describes the usage of drug molecules), it might lead to personal information leaky. we will enhance data filtration to anonymize all personal information, and will design new models to protect the information."
217,"limitation the main limitation of this work is the technical novelty of hybrid retriever. hyrbid-drboost is built on top of drboost, and the interpolation of bm25 with drboost. however, we would like to point out that our study can serve as an important finding for real-life applications. previous retrievers are built on top of indexing-heavy dense retrievers, such as dpr. this limits their applications where memory is a hard constraints, for example, on-devices. our study suggests that a light hybrid retriever can save memory but maintain sufficient performance."
218,"limitations we focus primarily on comparing model efficiencies using a variety of efficiency metrics and do not consider model performance; one can perform a more elaborate analysis of performance-efficiency tradeoffs, which we did not do here. we only profile a total of seven models across three modalities while there are more efficient variants and vanilla transformers proposed in the literature. while we choose our models to be as representative of each modality and efficiency technique as possible, we cannot extrapolate results to other model variants and other modalities. in particular, modalities like video and genomics and efficiency approaches like quantization would be interesting to profile, which we did not do."
219,"limitations the design of the dynamic templates requires knowledge of the event ontology and is timeconsuming. the authors of the paper spent 30 hours designing the exclusive templates that cover all of the possible argument combinations for each argument role in ace ontology. with a more complicated ontology, a much larger amount of time is required. another limitation of our approach is the offset retrieval method. if one sentence contains multiple mentions of the same entities, or even multiple text strings that have the same spellings but refer to different entities, the qga-ee model always retrieves the position where the mention appears for the first time in the sentence as the offset of the extracted target. it may be improved by asking the model to generate contextual text as a position reference."
220,"limitations we address several limitations with regard to our work. first, the publicly available datasets used in our experiments are limited to english. documents in different languages (i.e., chinese) might require different segmentation techniques and may contain unique characteristics in terms of vocabulary size, data sparsity, and ambiguity. secondly, we only evaluate the quality of the topic models in terms of coherence and diversity. future work should explore how our method impacts other characteristics, such as document coverage (i.e., how well documents match their assigned topics) and topic model comprehensiveness (i.e., how thoroughly the model covers the topics appearing in the corpus)."
221,"limitations due to our budget constraint, we only performed pretraining and downstream experiments with basesized transformer models. we also only applied the masked language modeling objective, but there are other effective pretraining objectives (e.g., clark et al., 2020). nonetheless, since we introduced minimal changes in architecture, we hope that subsequent work will benefit from our narrowing operations and conduct a wider range of pretraining and downstream experiments. while pretrained models can be applied to even more downstream tasks, we designed a reasonable task suite in this work, consisting of both glue sentence classification and the conll ner sequential classification tasks."
222,"limitations since the multi-hop texttableqa problem has only one dataset hybridqa, our model has experimented on only one dataset. this may lead to a lack of generalizability of our model. transparency and interpretability are important in multi-hop question answering. while our model achieves the best results, the model does not fully predict the reasoning path explicitly and can only predict the row-level path and passage-level path. in future work, we will design more interpretable texttableqa models."
223,"limitations our limitations are as follow: • data scale: this paper only employ the wikipedia of wizard dataset, a small scale and well-established knowledge conversation dataset, and lack of the validation on largescale dataset. • backbones: this paper lacks the evaluating of other knowledge dialogue model on the proposed method. actually, we have two reasons to employ the plato. first, the plato can better handle the one-to-many phenomenon, which is suitable for learning our expansion samples. second, the plato is a pre-trained dialogue model, and its performance on knowledge dialogue generation task has been proved. we will evaluating the performance of other knowledge dialogue model on our method for our future work. • knowledge expansion methods: this paper only use the synonym and antonym to construct the noised knowledge, which lacks of the comparison of using other data augment method. indeed, we use two tokenlevel data augmentation methods (synonym and antonym augmentation) to prove our statements on hallucination problem in knowledgedialogue generation task. based on this study, we believe that incorporating other data augmentation methods will also mitigate the hallucinations. • manual prompts and responses: this paper designed five prefix prompts, four post-prompts and nineteen euphemistic responses. for ak-more method, we simply randomly choose one prefix-prompt and one post-prompt and concatenate them with the ground-truth response. this leads to some irregular responses. as for ck method, we randomly select one euphemistic response for the incorrect knowledge. however, we found that the response may not coherent with the query. we will design more smooth expansion ways to construct more human-like training samples for our future work."
224,"limitations in this paper, we propose a method named autoconv, which means automatically generating information-seeking conversations with large language models (llm). though it has achieved great performance on both quac (choi et al., 2018) and coqa (reddy et al., 2019), there are still some limitations that should be noticed. limitation of llm. in our experiments, we use opt-13b (zhang et al., 2022) as the llm for generating synthetic conversations due to the limited computational resources. larger models should be considered to further understand the potential ability of autoconv, e.g., gpt-3 (brown et al., 2020), opt-175b (zhang et al., 2022), bloom-176b (scao et al., 2022), and glm-130b (zeng et al., 2022) etc. limitation of implementation. as mentioned in section 2.2 and appendix b, our method needs to finetune llm and generate massive synthetic conversations based on the finetuned llm, which has a high cost for implementation. limitation of synthetic dialogues. as shown in table 2 and section 3.8, there is still a gap between our synthetic dialogues and human dialogues. it is important to improve the quality of synthetic dialogues so that we can further alleviate the dependence on human annotation."
225,"limitations the corpus and therefore also the asr baseline model only cover read speech. we have not tested the model on spontaneous speech, but we expect it to perform significantly worse on this type of data. our data collection process for swiss german speech with standard german transcripts is designed to collect large amounts of data in a costefficient manner. we estimate costs to be 4 to 6 times lower compared to the transcription of existing recordings. however, there is a downside to our approach. because it is based on a given standard german sentence, it can lead to swiss german speech that’s closer to standard german than the swiss german encountered in everyday conversations. the severity of the shift towards standard german depends on the individual speakers and their ability and effort to produce swiss german representations that are close to how they would speak in everyday conversations. while we made every effort to include as many different dialects as possible in the corpus, there are still strong dialects with a comparatively low german-speaking population that are insufficiently or not at all represented, e.g. some dialects from the canton of fribourg. this is due to the huge dialect diversity in switzerland. the gender ratio is not balanced for some dialect regions in the test set, especially not for vs, where the test set is female-only because we did not succeed to recruit any male speakers from this region during phase 1 of the data collection. however, preliminary experiments do not show a significant difference between genders in swiss german asr performance, so we do not expect this to lead to skewed results. our asr baseline model and other models trained on the corpus may perform below average for children and people above seventy due to the lack of training data for these age groups. ethical considerations participants were specifically recruited to record swiss german speech for this corpus. the purpose of the recordings was made clear at recruiting time: a training corpus for swiss german asr models. participants were also informed at recruiting time that information about their dialect, age, and gender will be collected. furthermore, to be able to participate, they had to read and accept our data privacy policy which further detailed the future use of collected data."
226,"limitations, perform poorly as a standalone model for long-tail classification. these results can be improved by priming the model with an entailment predictor through the usage of a prompt. the baseline shows strong performance independent of the llm, as it operates on a closed label space. the capabilities of the baseline can be enhanced by further explicitly priming it with a entailment relation through a llm. rows in which t0pp is initialized, or primed with e are indicated with primed. priming the model showcases improvements across all datasets for macro f1. for accuracy, priming the model shows benefit in two out of three datasets. in figure 4, we show the results of top-5 predictions for the wos dataset. 1we observe a significant drop in performance when we utilize the 3b parameter variant of this model as l. all results are aggregated in table 1. it is important to highlight that prompt variation led to stable results for our llm. the variance upon utilizing bart-mnli is negligible across prompts. the best results are observed upto top-4 predictions on both accuracy and macro f1 for our method, when the entailment prompt is enhanced with a greater number of tokens corresponding to the output of l(e(x)). the variation between our method and the baseline is much greater for top-1 predictions, but top-5 prediction variance is negligible. detailed results for both depth settings of amazon beauty are shown in appendix c."
227,"limitations in this work, we implicitly utilize the contradiction relation. the authors recognize explicitly including it in a prompt template leads to worse performance due to the injection of noise. controlled template generation based on a model confidence is unexplored in this work and appears to be a promising direction. additionally, we recognize the emergence of parameter-efficient methods for training models which are unexplored in this work, which may have utility. these methods are complimentary and may benefit the performance of models as they can be used in conjunction with training paradigms such as contrastive learning to support better representations through explicit utilization of the contradiction relation. in this work, we limit our study to draw attention to the importance of strict zero-shot classification settings with the emergence of llms. our study can be easily extended to recursively operate on large language models, and entailment predictors. as we observe limited performance benefits in doing so, we conduct our study to show improvements after one complete cycle, given by e(l(e(x)) in section 3."
228,"limitations a lot of recent work especially in computer vision has leveraged the unsupervised methods or unpaired multi-modality data to pre-trained crossmodal language model. applying the same idea into speech language model is also discussed in some recent research works. to compare fairly with previous works in st area, we do not build our model on top of such frameworks and discuss how to utilize the raw audio. in terms of the model training, multi-tasks may affect each other due to uneven data distribution, and we have just scratched the surface of this part of the analysis."
229,"limitations one of the limitations of our survey is that it covers a limited sample space of 15 papers from emnlp 2020 and acl 2020. while a larger sample would be helpful in gathering more evidence, access to specific tracks is limited at nlp conferences, unless hosted online via a virtual or hybrid system. with respect to our case study, we evaluate on the asr utterances, but with labels corresponding to the original manual transcriptions. for a perfect comparison, the asr utterances would need to be re-annotated as the talk move could change based on the severity of transcription errors."
230,"limitations in this work, we do not propose any new methods because, as an opinion paper, we focus on raising the problems and making vivid demonstrations to readers. the experiments are limited to linear svm and bert on data sets in the benchmark lexglue. we hope that, within the page limit, our experiments sufficiently convey the points to readers."
